,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
1800,Down to You,Kris Isacsson,91,Rosario Dawson,Comedy,9000000,24000000,15000000,0.0,2000,4.9
1801,Downfall,Oliver Hirschbiegel,178,Thomas Kretschmann,Biography,13500000,92000000,78500000,1.0,2004,8.3
1802,Dracula 2000,Patrick Lussier,99,Gerard Butler,Action,28000000,47000000,19000000,0.0,2000,4.9
1803,Dracula: Pages from a Virgin's Diary,Guy Maddin,73,Sarah Murphy-Dyson,Comedy,1600000,250000,-1350000,0.0,2002,7.0
1804,Draft Day,Ivan Reitman,110,Jennifer Garner,Drama,25000000,29000000,4000000,0.0,2014,6.8
1805,Dragon Hunters,Guillaume Ivernel,80,Rob Paulsen,Animation,11000000,1200000,-9800000,0.0,2008,6.6
1806,Drive Hard,Brian Trenchard-Smith,92,Zoe Ventoura,Action,12000000,4000000,-8000000,0.0,2014,4.3
1807,Drive,Nicolas Winding Refn,100,Ryan Gosling,Crime,15000000,78000000,63000000,,2011,7.8
1808,Drowning Mona,Nick Gomez,96,Will Ferrell,Comedy,16000000,16000000,0,0.0,2000,5.6
1809,Drumline,Charles Stone III,118,Leonard Roberts,Comedy,20000000,57000000,37000000,0.0,2002,5.7
1810,Dude Where's My Car?,Danny Leiner,83,Jennifer Garner,Comedy,13000000,73000000,60000000,0.0,2000,5.5
1811,Duets,Bruce Paltrow,112,Lochlyn Munro,Comedy,15000000,3900000,-11100000,0.0,2000,6.0
1812,Duma,Carroll Ballard,100,Eamonn Walker,Adventure,12000000,1200000,-10800000,0.0,2005,7.3
1813,Dying of the Light,Paul Schrader,94,Nicolas Cage,Thriller,5000000,200000,-4800000,0.0,2014,4.4
1814,Dylan Dog: Dead of Night,Kevin Munroe,107,Marco St. John,Action,20000000,1200000,-18800000,0.0,2010,5.1
1815,DysFunktional Family,George Gallo,89,Eddie Griffin,Comedy,3000000,6400000,3400000,0.0,2003,6.6
1816,Earth to Echo,Dave Green,91,Teo Halm,Adventure,13000000,45000000,32000000,0.0,2014,5.8
1817,Echo Dr.,Patrick Ryan Sims,81,Claire Gordon-Harper,Action,100000,2000000,1900000,0.0,2013,3.6
1818,Eddie the Eagle,Dexter Fletcher,106,Hugh Jackman,Biography,23000000,46000000,23000000,0.0,2016,7.5
1819,Eddie the Eagle,Dexter Fletcher,106,Hugh Jackman,Biography,23000000,46000000,23000000,0.0,2016,7.5
1820,Eight Legged Freaks,Ellory Elkayem,99,Scarlett Johansson,Action,30000000,45000000,15000000,0.0,2002,5.4
1821,El crimen del padre Amaro,Carlos Carrera,118,Damián Alcázar,Drama,1800000,27300000,25500000,0.0,2002,6.8
1822,Elite Squad,José Padilha,115,Wagner Moura,Action,4000000,1490000,-2510000,0.0,2007,8.1
1823,Elsa & Fred,Michael Radford,97,Chris Noth,Comedy,10000000,5100000,-4900000,0.0,2014,6.5
1824,Employee of the Month,Greg Coolidge,103,Dane Cook,Comedy,12000000,38000000,26000000,0.0,2006,5.5
1825,End of the Spear,Jim Hanon,108,Chase Ellison,Adventure,10000000,12000000,2000000,0.0,2005,7.0
1826,End of Watch,David Ayer,109,Jake Gyllenhaal,Crime,7000000,55000000,48000000,0.0,2012,7.7
1827,Endless Love,Shana Feste,104,Alex Pettyfer,Drama,20000000,23000000,3000000,0.0,2014,6.3
1828,Enough Said,Nicole Holofcener,93,Christopher Nicholas Smith,Comedy,8000000,25000000,17000000,0.0,2013,7.1
1829,Enter the Void,Gaspar Noé,161,Paz de la Huerta,Drama,13000000,1200000,-11800000,0.0,2009,7.3
1830,Epic Movie,Jason Friedberg,93,David Carradine,Adventure,20000000,86700000,66700000,0.0,2007,2.3
1831,Equilibrium,Kurt Wimmer,107,Christian Bale,Action,20000000,5400000,-14600000,0.0,2002,7.5
1832,Ernest & Celestine,Stéphane Aubier,80,Mackenzie Foy,Animation,9600000,9000000,-600000,0.0,2012,7.9
1833,Eternal Sunshine of the Spotless Mind,Michel Gondry,108,Kate Winslet,Drama,20000000,72000000,52000000,5.0,2004,8.3
1834,Eulogy,Michael Clancy,85,Zooey Deschanel,Comedy,6500000,49000000,42500000,6.0,2004,6.7
1835,EuroTrip,Jeff Schaffer,93,Matt Damon,Comedy,25000000,2000000,-23000000,0.0,2004,6.6
1836,Everybody's Fine,Kirk Jones,99,Robert De Niro,Adventure,21000000,16000000,-5000000,0.0,2009,7.2
1837,Everything Must Go,Dan Rush,97,Will Ferrell,Comedy,5000000,3000000,-2000000,0.0,2010,6.4
1838,Extract,Mike Judge,92,J.K. Simmons,Comedy,8000000,10000000,2000000,0.0,2009,6.2
1839,Eye of the Dolphin,Michael D. Sellers,100,Katharine Ross,Comedy,2500000,1000000,-1500000,0.0,2006,5.7
1840,Factory Girl,George Hickenlooper,99,Hayden Christensen,Biography,7000000,1700000,-5300000,0.0,2006,6.4
1841,Fahrenheit 9/11,Michael Moore,122,Osama bin Laden,Documentary,6000000,220000000,214000000,0.0,2004,7.5
1842,Faith Connections,Pan Nalin,115,Bhole Baba,Documentary,550000,600000,50000,0.0,2013,7.0
1843,Faith Like Potatoes,Regardt van den Bergh,116,Sean Cameron Michael,Drama,10000000,3000000,-7000000,0.0,2006,6.9
1844,Fame,Kevin Tancharoen,123,Kelsey Grammer,Comedy,18000000,18000000,0,0.0,2009,5.0
1845,Far from Heaven,Todd Haynes,107,Dennis Quaid,Drama,13500000,15800000,2300000,1.0,2002,7.4
1846,Far from Men,David Oelhoffen,101,Viggo Mortensen,Drama,7700000,3100000,-4600000,0.0,2014,7.3
1847,Faster,George Tillman Jr.,98,Dwayne Johnson,Action,24000000,35000000,11000000,0.0,2010,6.5
1848,Fat Sick & Nearly Dead,Joe Cross,97,Joe Cross,Documentary,2500000,1200000,-1300000,0.0,2010,7.6
1849,Fear Clinic,Robert Hall,95,Angelina Armani,Horror,1000000,21000000,20000000,0.0,2015,5.2
1850,Feast,John Gulager,95,Krista Allen,Action,3200000,1000000,-2200000,0.0,2005,6.4
1851,Fifty Dead Men Walking,Kari Skogland,117,Jim Sturgess,Thriller,6000000,1600000,-4400000,0.0,2008,6.9
1852,Fifty Shades of Black,Michael Tiddes,92,Fred Willard,Comedy,5000000,13000000,8000000,0.0,2016,3.5
1853,Fight Valley,Rob Hawk,90,Kari J. Kramer,Action,27000000,300000,-26700000,0.0,2016,5.0
1854,Final Destination 2,David R. Ellis,90,Sarah Carter,Horror,26000000,90000000,64000000,0.0,2003,6.2
1855,Final Destination 3,James Wong,86,Chelan Simmons,Horror,25000000,117000000,92000000,0.0,2006,5.8
1856,Final Destination,James Wong,98,Daniel Roebuck,Horror,23000000,112000000,89000000,0.0,2000,6.7
1857,Find Me Guilty,Sidney Lumet,125,Peter Dinklage,Biography,13000000,2000000,-11000000,0.0,2006,7.1
1858,Finding Neverland,Marc Forster,101,Johnny Depp,Biography,25000000,116000000,91000000,2.0,2004,7.8
1859,Fiza,Khalid Mohamed,167,Karisma Kapoor,Drama,1000000,26300000,25300000,0.0,2000,6.2
1860,Flash of Genius,Marc Abraham,119,Dylan Authors,Biography,20000000,4200000,-15800000,0.0,2008,7.0
1861,Flicka,Michael Mayer,95,Alison Lohman,Adventure,15000000,21000000,6000000,0.0,2006,6.2
1862,Flipped,Rob Reiner,90,Madeline Carroll,Comedy,14000000,41000000,27000000,0.0,2010,7.7
1863,Florence Foster Jenkins,Stephen Frears,110,Meryl Streep,Biography,29000000,44000000,15000000,0.0,2016,7.1
1864,Food Chains,Sanjay Rawal,83,Alma Martinez,Documentary,913000,3000000,2087000,0.0,2014,7.1
1865,For a Good Time Call...,Jamie Travis,88,James Wolk,Comedy,850000,14600000,13750000,0.0,2012,6.0
1866,For Greater Glory: The True Story of Cristiada,Dean Wright,145,Santiago Cabrera,Drama,10818775,10000000,-818775,0.0,2012,6.6
1867,For Your Consideration,Christopher Guest,86,John Michael Higgins,Comedy,12000000,5200000,-6800000,0.0,2006,6.3
1868,Formula 51,Ronny Yu,93,Meat Loaf,Action,28000000,14000000,-14000000,0.0,2001,6.3
1869,Frat Party,Robert Bennett,90,Randy Wayne,Comedy,1000000,2000000,1000000,0.0,2009,2.8
1870,Freakonomics,Heidi Ewing,93,Greg Crowe,Documentary,3000000,2000000,-1000000,0.0,2010,6.4
1871,Freaky Deaky,Charles Matthau,90,Billy Burke,Comedy,6000000,6500000,500000,0.0,2012,6.5
1872,Freaky Friday,Mark Waters,97,Jamie Lee Curtis,Comedy,26000000,110000000,84000000,0.0,2003,6.1
1873,Freddy Got Fingered,Tom Green,87,Rip Torn,Comedy,15000000,14000000,-1000000,0.0,2001,4.5
1874,Freddy vs. Jason,Ronny Yu,97,Katharine Isabelle,Action,30000000,116000000,86000000,0.0,2003,5.8
1875,Freedom Writers,Richard LaGravenese,123,Hunter Parrish,Biography,21000000,41000000,20000000,0.0,2007,7.5
1876,Freedom,Peter Cousens,94,Sharon Leal,Drama,14500000,10300000,-4200000,0.0,2014,6.2
1877,Freeheld,Peter Sollett,103,Steve Carell,Biography,7000000,7000000,0,0.0,2015,6.5
1878,Freeze Frame,John Simpson,99,Colin Salmon,Crime,2000000,2500000,500000,0.0,2004,6.4
1879,Frida,Julie Taymor,123,Salma Hayek,Biography,12000000,56000000,44000000,1.0,2002,7.4
1880,Friday After Next,Marcus Raboy,85,John Witherspoon,Comedy,20000000,33000000,13000000,0.0,2002,5.8
1881,Friends with Money,Nicole Holofcener,88,Greg Germann,Comedy,6500000,18000000,11500000,0.0,2006,5.9
1882,Fright Night,Craig Gillespie,106,Grace Phipps,Comedy,30000000,41000000,11000000,0.0,2011,6.4
1883,From Justin to Kelly,Robert Iscove,90,Anika Noni Rose,Comedy,12000000,50000000,38000000,0.0,2003,2.1
1884,Frozen River,Courtney Hunt,97,Charlie McDermott,Crime,1000000,6000000,5000000,1.0,2008,7.2
1885,Fruitvale Station,Ryan Coogler,85,Ahna O'Reilly,Biography,900000,17000000,16100000,6.0,2013,7.5
1886,Fuel,Joshua Tickell,112,Larry David,Documentary,2500000,1650000,-850000,0.0,2008,7.6
1887,Full Frontal,Steven Soderbergh,101,Julia Roberts,Comedy,2000000,25800000,23800000,0.0,2002,4.7
1888,Fun Size,Josh Schwartz,86,Thomas McDonell,Adventure,14000000,11000000,-3000000,0.0,2012,5.4
1889,Funny Games,Michael Haneke,111,Naomi Watts,Crime,15000000,21000000,6000000,0.0,2007,6.5
1890,Fur: An Imaginary Portrait of Diane Arbus,Steven Shainberg,122,Robert Downey Jr.,Biography,16800000,7000000,-9800000,0.0,2006,6.5
1891,Futuro Beach,Karim Aïnouz,106,Wagner Moura,Drama,4000000,120000,-3880000,0.0,2014,6.1
1892,Gangster's Paradise: Jerusalema,Ralph Ziman,119,Rapulana Seiphemo,Action,2000000,3000000,1000000,0.0,2008,7.8
1893,Georgia Rule,Garry Marshall,113,Hector Elizondo,Comedy,20000000,41000000,21000000,0.0,2007,5.9
1894,Gerry,Gus Van Sant,103,Matt Damon,Adventure,3500000,254000,-3246000,0.0,2002,6.2
1895,Getaway,Courtney Solomon,90,Rebecca Budig,Action,18000000,11000000,-7000000,0.0,2013,4.4
1896,Ghost Town,David Koepp,102,Aasif Mandvi,Comedy,20000000,27000000,7000000,0.0,2008,6.7
1897,Ghost World,Terry Zwigoff,111,Scarlett Johansson,Comedy,7000000,8800000,1800000,0.0,2001,7.4
1898,Ghosts of Mars,John Carpenter,98,Jason Statham,Action,28000000,14000000,-14000000,0.0,2001,4.9
1899,Give Me Shelter,Kristin Rizzo,90,Esai Morales,Documentary,250000,1100000,850000,0.0,2014,8.0
1900,Glee: The 3D Concert Movie,Kevin Tancharoen,84,Lea Michele,Documentary,9000000,6100000,-2900000,0.0,2011,5.4
1901,Goal! The Dream Begins,Danny Cannon,118,Sean Pertwee,Drama,10000000,27000000,17000000,0.0,2005,6.8
1902,God's Not Dead 2,Harold Cronk,120,Benjamin A. Onyango,Drama,5000000,24000000,19000000,0.0,2016,3.4
1903,Godsend,Nick Hamm,102,Robert De Niro,Thriller,25000000,30000000,5000000,0.0,2004,4.8
1904,Good Boy!,John Hoffman,87,Liam Aiken,Comedy,17000000,4800000,-12200000,0.0,2003,5.1
1905,Good Intentions,Jim Issa,84,Elaine Hendrix,Comedy,10000000,2000000,-8000000,0.0,2010,5.2
1906,Good Luck Chuck,Mark Helfrich,101,Dane Cook,Comedy,25000000,35000000,10000000,0.0,2007,5.6
1907,Good Night and Good Luck.,George Clooney,93,Robert Downey Jr.,Biography,7500000,54000000,46500000,2.0,2005,7.5
1908,Gosford Park,Robert Altman,131,Kristin Scott Thomas,Drama,19800000,87000000,67200000,3.0,2001,7.3
1909,Gossip,Davis Guggenheim,90,Norman Reedus,Drama,24000000,13400000,-10600000,0.0,2000,5.9
1910,Grabbers,Jon Wright,94,Russell Tovey,Comedy,4000000,440000,-3560000,0.0,2012,6.3
1911,Grace of Monaco,Olivier Dahan,103,Paz Vega,Biography,30000000,13000000,-17000000,0.0,2014,5.7
1912,Gracie,Davis Guggenheim,95,Emma Bell,Biography,9000000,3300000,-5700000,0.0,2007,6.2
1913,Green Room,Jeremy Saulnier,95,Alia Shawkat,Crime,5000000,3200000,-1800000,0.0,2015,7.1
1914,Groove,Greg Harrison,86,Rachel True,Drama,500000,1300000,800000,0.0,2000,6.5
1915,Gun Shy,Eric Blakeney,101,Liam Neeson,Comedy,10000000,2000000,-8000000,0.0,2000,5.7
1916,Hachi: A Dog's Tale,Lasse Hallström,93,Cary-Hiroyuki Tagawa,Drama,16000000,46000000,30000000,0.0,2009,8.1
1917,Half Nelson,Ryan Fleck,106,Ryan Gosling,Drama,700000,5100000,4400000,0.0,2006,7.2
1918,Half Past Dead,Don Michael Paul,98,Claudia Christian,Action,13000000,21100000,8100000,0.0,2002,4.6
1919,Halloween II,Rob Zombie,119,Scout Taylor-Compton,Horror,15000000,39000000,24000000,0.0,2009,4.9
1920,Halloween: Resurrection,Rick Rosenthal,94,Jamie Lee Curtis,Comedy,15000000,37000000,22000000,0.0,2002,4.1
1921,Hands of Stone,Jonathan Jakubowicz,105,Robert De Niro,Action,20000000,5600000,-14400000,0.0,2016,7.2
1922,Happy Christmas,Joe Swanberg,82,Anna Kendrick,Comedy,70000,350000,280000,0.0,2014,5.6
1923,Hard Candy,David Slade,104,Odessa Rae,Crime,950000,13000000,12050000,0.0,2005,7.1
1924,Hardball,Brian Robbins,106,Keanu Reeves,Drama,21000000,32000000,11000000,0.0,2001,6.3
1925,Harlock: Space Pirate,Shinji Aramaki,115,Shun Oguri,Animation,30000000,3000000,-27000000,0.0,2013,6.5
1926,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,102,Danneel Ackles,Adventure,12000000,43900000,31900000,0.0,2008,6.6
1927,Harold & Kumar Go to White Castle,Danny Leiner,88,Ethan Embry,Adventure,9000000,24000000,15000000,0.0,2004,7.1
1928,Harry Brown,Daniel Barber,97,Joseph Gilgun,Action,7300000,10000000,2700000,0.0,2009,7.2
1929,Harsh Times,David Ayer,116,J.K. Simmons,Action,2000000,6000000,4000000,0.0,2005,7.0
1930,Harvard Man,James Toback,99,Sarah Michelle Gellar,Comedy,5500000,644000,-4856000,0.0,2001,4.9
1931,Haywire,Steven Soderbergh,93,Channing Tatum,Action,23000000,34000000,11000000,0.0,2011,5.8
1932,Head Over Heels,Mark Waters,86,Monica Potter,Comedy,14000000,13000000,-1000000,0.0,2001,5.4
1933,Heaven Is for Real,Randall Wallace,99,Jacob Vargas,Biography,12000000,101000000,89000000,0.0,2014,5.8
1934,Hedwig and the Angry Inch,John Cameron Mitchell,95,John Cameron Mitchell,Comedy,6000000,3000000,-3000000,0.0,2001,7.8
1935,Heist,Scott Mann,93,Robert De Niro,Action,19000000,14000000,-5000000,0.0,2015,6.1
1936,Her,Spike Jonze,126,Scarlett Johansson,Drama,23000000,48000000,25000000,1.0,2013,8.0
1937,Here on Earth,Mark Piznarski,96,Bruce Greenwood,Drama,15000000,10000000,-5000000,0.0,2000,5.1
1938,Hide and Seek,John Polson,101,Robert De Niro,Thriller,30000000,122000000,92000000,0.0,2005,5.9
1939,High Fidelity,Stephen Frears,113,Drake Bell,Comedy,20000000,47000000,27000000,0.0,2000,7.6
1940,High Heels and Low Lifes,Mel Smith,86,Minnie Driver,Action,10000000,612000000,602000000,0.0,2001,6.2
1941,High School Musical 2,Kenny Ortega,111,Lucas Grabeel,Comedy,7000000,253000000,246000000,0.0,2007,4.8
1942,High School Musical 3: Senior Year,Kenny Ortega,112,Lucas Grabeel,Comedy,11000000,253000000,242000000,0.0,2008,4.5
1943,High School Musical,Kenny Ortega,98,Lucas Grabeel,Comedy,4200000,211000000,206800000,0.0,2006,5.2
1944,Highlander: Endgame,Douglas Aarniokoski,101,Christopher Lambert,Action,15000000,15900000,900000,0.0,2000,4.6
1945,Hit and Run,David Palmer,100,Bradley Cooper,Action,2000000,14000000,12000000,0.0,2012,6.1
1946,Hobo with a Shotgun,Jason Eisener,86,Gregory Smith,Action,3000000,748000,-2252000,0.0,2011,6.1
1947,Home Run,David Boyd,113,Vivica A. Fox,Drama,1200000,2700000,1500000,0.0,2013,6.0
1948,Homefront,Gary Fleder,100,Jason Statham,Action,22000000,51000000,29000000,0.0,2013,6.5
1949,Hoodwinked Too! Hood vs. Evil,Mike Disa,86,Amy Poehler,Animation,30000000,23600000,-6400000,0.0,2011,4.8
1950,Hoodwinked!,Cory Edwards,80,Anne Hathaway,Animation,17500000,110000000,92500000,0.0,2005,6.5
1951,Horse Camp,Joel Paul Reisig,108,Joshua Ray Bell,Adventure,250000,500000,250000,0.0,2014,6.6
1952,Hostel,Eli Roth,93,Jay Hernandez,Horror,4800000,80000000,75200000,0.0,2005,5.9
1953,Hostel: Part II,Eli Roth,94,Jay Hernandez,Horror,10000000,35000000,25000000,0.0,2007,5.4
1954,Hot Fuzz,Edgar Wright,121,Bill Bailey,Action,8000000,80000000,72000000,0.0,2007,7.9
1955,Hot Tub Time Machine 2,Steve Pink,99,Adam Scott,Comedy,14000000,13100000,-900000,0.0,2015,5.1
1956,Hotel Rwanda,Terry George,121,Don Cheadle,Drama,17500000,34000000,16500000,3.0,2004,8.1
1957,House at the End of the Street,Mark Tonderai,101,Jennifer Lawrence,Thriller,6900000,44000000,37100000,0.0,2012,5.6
1958,House of 1000 Corpses,Rob Zombie,105,Sid Haig,Horror,7000000,16000000,9000000,0.0,2003,6.0
1959,House of D,David Duchovny,96,Robin Williams,Comedy,6000000,500000,-5500000,0.0,2004,7.0
1960,House of Wax,Jaume Collet-Serra,108,Robert Ri'chard,Horror,30000000,70200000,40200000,0.0,2005,5.3
1961,Housebound,Gerard Johnstone,107,Morgana O'Reilly,Comedy,350000,1000000,650000,0.0,2014,6.8
1962,How High,Jesse Dylan,93,Hector Elizondo,Comedy,12000000,31000000,19000000,0.0,2001,6.2
1963,How to Deal,Clare Kilner,101,Dylan Baker,Comedy,16000000,14000000,-2000000,0.0,2003,5.7
1964,How to Lose Friends & Alienate People,Robert B. Weide,110,James Corden,Comedy,27000000,17000000,-10000000,0.0,2008,6.5
1965,Howl's Moving Castle,Hayao Miyazaki,119,Christian Bale,Animation,24000000,235000000,211000000,1.0,2004,8.2
1966,Hustle & Flow,Craig Brewer,116,Isaac Hayes,Crime,8000000,26000000,18000000,1.0,2005,7.4
1967,I Am Love,Luca Guadagnino,120,Flavio Parenti,Drama,10000000,15900000,5900000,0.0,2009,7.0
1968,I Am Wrath,Chuck Russell,92,Sam Trammell,Action,18000000,9700000,-8300000,0.0,2016,5.2
1969,I Don't Know How She Does It,Douglas McGrath,89,Olivia Munn,Comedy,24000000,31000000,7000000,0.0,2011,4.9
1970,I Heart Huckabees,David O. Russell,107,Naomi Watts,Comedy,22000000,20000000,-2000000,0.0,2004,6.7
1971,I Love You Phillip Morris,Glenn Ficarra,102,Dameon Clarke,Biography,13000000,20000000,7000000,0.0,2009,6.6
1972,I Love You Beth Cooper,Chris Columbus,102,Alan Ruck,Comedy,18000000,15000000,-3000000,0.0,2009,5.3
1973,I Spit on Your Grave,Steven R. Monroe,105,Sarah Butler,Horror,2000000,9000000,7000000,0.0,2010,6.3
1974,I Want Someone to Eat Cheese With,Jeff Garlin,80,Jessy Schram,Comedy,1500000,3000000,1500000,0.0,2006,6.2
1975,I Want Your Money,Ray Griggs,92,Bill Farmer,Documentary,400000,1000000,600000,0.0,2010,5.1
1976,Identity,James Mangold,91,Clea DuVall,Mystery,30000000,90400000,60400000,0.0,2003,7.3
1977,Idlewild,Bryan Barber,121,Cicely Tyson,Crime,15000000,12000000,-3000000,0.0,2006,6.2
1978,If I Stay,R.J. Cutler,107,Chloë Grace Moretz,Drama,11000000,78000000,67000000,0.0,2014,6.8
1979,Igby Goes Down,Burr Steers,99,Kieran Culkin,Comedy,9000000,6900000,-2100000,0.0,2002,7.0
1980,I'm Not There.,Todd Haynes,135,Christian Bale,Biography,20000000,11000000,-9000000,0.0,2007,7.0
1981,Imagine Me & You,Ol Parker,90,Celia Imrie,Comedy,7900000,2000000,-5900000,0.0,2005,6.9
1982,In Bruges,Martin McDonagh,107,Elizabeth Berrington,Comedy,15000000,33000000,18000000,0.0,2008,8.0
1983,In Good Company,Paul Weitz,109,Scarlett Johansson,Comedy,26000000,58000000,32000000,0.0,2004,6.5
1984,In the Bedroom,Todd Field,138,Tom Wilkinson,Crime,1700000,44300000,42600000,1.0,2001,7.5
1985,In the Cut,Jane Campion,113,Jennifer Jason Leigh,Thriller,12000000,23700000,11700000,0.0,2003,5.3
1986,In the Land of Women,Jon Kasdan,97,Kristen Stewart,Comedy,10000000,18000000,8000000,0.0,2007,6.5
1987,Incendies,Denis Villeneuve,139,Lubna Azabal,Drama,6800000,6000000,-800000,0.0,2010,8.2
1988,Indie Game: The Movie,Lisanne Pajot,103,Jonathan Blow,Documentary,100000,500000,400000,0.0,2012,7.7
1989,Inescapable,Ruba Nadda,93,Saad Siddiqui,Drama,4000000,2000000,-2000000,0.0,2012,5.2
1990,Infamous,Douglas McGrath,118,Toby Jones,Biography,13000000,2600000,-10400000,0.0,2006,7.1
1991,Inherent Vice,Paul Thomas Anderson,148,Martin Dew,Comedy,20000000,14700000,-5300000,0.0,2014,6.7
1992,Insidious,James Wan,103,Lin Shaye,Horror,1500000,99700000,98200000,0.0,2010,6.8
1993,Insidious: Chapter 2,James Wan,106,Lin Shaye,Horror,5000000,161000000,156000000,0.0,2013,6.6
1994,Insidious: Chapter 3,Leigh Whannell,97,Lin Shaye,Horror,10000000,113000000,103000000,0.0,2015,6.1
1995,Into the Wild,Sean Penn,148,Kristen Stewart,Biography,15000000,116000000,101000000,2.0,2007,8.2
1996,Ira & Abby,Robert Cary,101,Frances Conroy,Comedy,3500000,36000000,32500000,0.0,2006,6.5
1997,Iraq for Sale: The War Profiteers,Robert Greenwald,75,Scott Helvenston,Documentary,750000,2000000,1250000,0.0,2006,7.7
1998,Iris,Richard Eyre,91,Kate Winslet,Biography,5500000,25000000,19500000,2.0,2001,7.1
1999,Ironclad,Jonathan English,121,Jason Flemyng,Action,25000000,5560000,-19440000,0.0,2011,6.2
2000,It Follows,David Robert Mitchell,100,Maika Monroe,Horror,2000000,20000000,18000000,0.0,2014,6.9
2001,It's a Wonderful Afterlife,Gurinder Chadha,100,Sendhil Ramamurthy,Comedy,10000000,1000000,-9000000,0.0,2010,5.4
2002,Jackass 3D,Jeff Tremaine,101,Bam Margera,Action,20000000,170000000,150000000,0.0,2010,7.1
2003,Jackass: The Movie,Jeff Tremaine,87,Bam Margera,Comedy,5000000,50000000,45000000,0.0,2002,6.6
2004,Jane Got a Gun,Gavin O'Connor,98,Natalie Portman,Action,25000000,3000000,-22000000,0.0,2016,5.8
2005,Jason X,James Isaac,85,Peter Mensah,Action,11000000,16900000,5900000,0.0,2001,4.4
2006,Jay and Silent Bob Strike Back,Kevin Smith,104,Will Ferrell,Comedy,22000000,33900000,11900000,0.0,2001,6.9
2007,Jeff Who Lives at Home,Jay Duplass,83,Judy Greer,Comedy,10000000,4610000,-5390000,0.0,2011,6.5
2008,Jennifer's Body,Karyn Kusama,107,J.K. Simmons,Comedy,16000000,31000000,15000000,0.0,2009,5.1
2009,Jimmy Neutron: Boy Genius,John A. Davis,82,Martin Short,Action,30000000,103000000,73000000,0.0,2001,6.0
2010,Jindabyne,Ray Lawrence,118,John Howard,Crime,15000000,8000000,-7000000,0.0,2006,6.4
2011,Joe Dirt,Dennie Gordon,91,Brittany Daniel,Adventure,17700000,27000000,9300000,0.0,2001,5.9
2012,Johnson Family Vacation,Christopher Erskin,97,Vanessa Williams,Comedy,12000000,31000000,19000000,0.0,2004,4.3
2013,Jonah: A VeggieTales Movie,Mike Nawrocki,82,Phil Vischer,Animation,14000000,25000000,11000000,0.0,2002,6.6
2014,Josie and the Pussycats,Harry Elfont,98,Rosario Dawson,Comedy,22000000,14700000,-7300000,0.0,2001,5.3
2015,Journey from the Fall,Ham Tran,135,Long Nguyen,Drama,1592000,4300000,2708000,0.0,2006,7.4
